352,0.0486433
528,0.0470111
563,0.718683
56,0.0538076
655,0.0661804
557,0.0956102
442,0.0728326
180,0.083641
279,0.038868
259,0.0589522
343,0.0474947
795,0.0314753
488,0.0696322
726,0.0172265
726,0.0844579
937,0.0525018
323,0.0967894
390,0.046794
313,0.0644699
827,0.0977856
901,0.0902879
237,0.083754
818,0.06846
872,0.0396096
86,0.0690248
577,0.0403092
26,0.0996559
401,0.0851269
691,0.0527179
901,1.27694
773,0.0491371
85,0.0983653
466,0.0319809
138,0.0627108
434,0.0352421
526,0.0598642
266,0.0296451
53,0.0262716
75,0.0969353
460,0.0843546
31,0.0396733
438,0.0747281
622,0.0749164
636,0.0385781
481,0.0696789
958,0.0462681
836,0.0449975
978,0.0441387
940,0.0427044
252,0.0297786
715,0.050685
797,0.0468262
518,0.0323554
673,0.089285
178,0.0421532
753,0.036383
555,0.0714362
122,0.0435251
354,0.0258569
699,0.069795
180,0.0844742
140,0.0596916
986,0.0807516
813,0.0486301
27,0.076694
719,0.0360546
596,0.0801398
595,0.0865699
925,0.0696464
902,0.0782423
950,0.0922125
621,0.0258693
901,0.069949
805,0.0993045
317,0.0469242
880,0.053676
979,0.0702621
178,0.096192
527,0.0605267
862,0.083734
793,0.0412043
855,0.0491039
374,0.075987
377,0.0587098
783,0.0692221
867,0.0882799
536,0.0590234
266,0.0702084
53,0.0953928
901,1.06976
369,0.0459451
55,0.0361257
901,1.13122
180,0.0448222
987,0.0858699
703,0.0807799
524,0.0702678
538,0.0496671
901,1.06985
835,0.00735668
963,0.0772414
446,0.0254566
549,0.0600681
134,0.0529218
180,0.0856542
802,0.0466234
166,0.0727955
516,0.0643728
188,0.0267885
758,0.0944254
668,0.016235
26,0.094581
186,0.0414622
910,0.0527077
236,0.0790127
354,0.0398734
484,0.077069
97,0.0600819
376,0.0249346
169,0.0766149
210,1.31529
39,0.0831031
691,0.0531862
24,0.0445792
704,0.0513003
352,0.0466882
633,0.0932463
161,0.0728817
398,1.11008
105,0.0381327
896,0.0724311
852,0.0676612
343,0.0543061
660,0.0414751
396,0.0789966
172,0.0931752
9,0.0529976
871,0.0903476
712,0.0620347
98,0.0426989
564,0.053378
997,0.0550299
988,0.0581495
506,0.033644
1,0.0526643
716,0.0645704
612,0.0625917
827,0.0997062
700,0.0267977
396,0.094273
853,0.0372977
925,0.0620369
701,0.0553633
870,0.0771532
511,0.0761416
897,0.0376565
341,0.074081
871,0.0766069
155,0.0809116
558,0.0535631
575,0.0441528
73,0.0728813
385,0.0809146
520,0.049443
804,0.0317668
848,0.0600696
452,0.0673405
447,0.061862
455,0.0706395
803,0.025102
119,0.0596701
679,0.0678552
776,0.076048
290,0.034966
776,0.0230376
798,0.0542204
640,0.052205
130,0.0424165
748,0.0843907
823,0.0202372
957,0.0854986
852,0.0999628
86,0.0887286
357,0.0405274
137,0.0664874
781,0.0974945
75,0.0464357
664,0.0370557
33,0.0595109
166,0.0940373
594,0.0849353
206,0.0674391
431,0.0677902
777,0.0300027
818,0.0866484
392,0.0812933
503,0.0646049
142,0.0376452
852,0.058494
138,0.0495578
873,0.0554078
315,0.0591539
637,0.0335754
444,0.0941511
229,0.05723
538,0.0234832
832,0.0763698
694,0.048113
249,0.0554693
444,0.036458
830,0.0706222
182,0.055917
832,0.0760531
431,0.0555973
365,0.0401505
599,0.0624306
106,0.061098
